"Date","Price","Open","High","Low","Change %"
"Feb 14, 2023","6.016","6.016","6.016","6.016","-0.28%"
"Feb 13, 2023","6.033","6.033","6.033","6.033","0.81%"
"Feb 10, 2023","5.985","5.985","5.985","5.985","0.05%"
"Feb 09, 2023","5.982","5.982","5.982","5.982","-0.46%"
"Feb 08, 2023","6.009","6.009","6.009","6.009","-0.56%"
"Feb 07, 2023","6.043","6.043","6.043","6.043","0.92%"
"Feb 06, 2023","5.988","5.988","5.988","5.988","0.02%"
"Feb 03, 2023","5.987","5.987","5.987","5.987","-0.01%"
"Feb 02, 2023","5.988","5.988","5.988","5.988","1.02%"
"Feb 01, 2023","5.927","5.927","5.927","5.927","0.33%"
"Jan 31, 2023","5.908","5.908","5.908","5.908","0.73%"
"Jan 30, 2023","5.865","5.865","5.865","5.865","-0.91%"
"Jan 27, 2023","5.919","5.919","5.919","5.919","0.36%"
"Jan 26, 2023","5.898","5.898","5.898","5.898","0.81%"
"Jan 25, 2023","5.850","5.850","5.850","5.850","-0.57%"
"Jan 24, 2023","5.884","5.884","5.884","5.884","-0.15%"
"Jan 23, 2023","5.893","5.893","5.893","5.893","0.90%"
"Jan 20, 2023","5.840","5.840","5.840","5.840","0.93%"
"Jan 19, 2023","5.786","5.786","5.786","5.786","-1.00%"
"Jan 18, 2023","5.844","5.844","5.844","5.844","-0.64%"
"Jan 17, 2023","5.882","5.882","5.882","5.882","0.03%"
"Jan 16, 2023","5.880","5.880","5.880","5.880","0.24%"
"Jan 13, 2023","5.866","5.866","5.866","5.866","0.24%"
"Jan 12, 2023","5.852","5.852","5.852","5.852","0.36%"
"Jan 11, 2023","5.831","5.831","5.831","5.831","0.84%"
"Jan 10, 2023","5.783","5.783","5.783","5.783","-0.26%"
"Jan 09, 2023","5.798","5.798","5.798","5.798","-0.19%"
"Jan 06, 2023","5.809","5.809","5.809","5.809","1.66%"
"Jan 05, 2023","5.714","5.714","5.714","5.714","-0.70%"
"Jan 04, 2023","5.755","5.755","5.755","5.755","0.71%"
"Jan 03, 2023","5.714","5.714","5.714","5.714","0.32%"
"Jan 02, 2023","5.696","5.696","5.696","5.696","0.68%"
"Dec 30, 2022","5.657","5.657","5.657","5.657","-0.56%"
"Dec 29, 2022","5.690","5.690","5.690","5.690","0.97%"
"Dec 28, 2022","5.635","5.635","5.635","5.635","-0.63%"
"Dec 27, 2022","5.671","5.671","5.671","5.671","-0.09%"
"Dec 23, 2022","5.676","5.676","5.676","5.676","0.25%"
"Dec 22, 2022","5.662","5.662","5.662","5.662","-1.23%"
"Dec 21, 2022","5.732","5.732","5.732","5.732","1.44%"
"Dec 20, 2022","5.651","5.651","5.651","5.651","-0.14%"
"Dec 19, 2022","5.659","5.659","5.659","5.659","-0.43%"
"Dec 16, 2022","5.683","5.683","5.683","5.683","-1.02%"
"Dec 15, 2022","5.742","5.742","5.742","5.742","-2.79%"
"Dec 14, 2022","5.907","5.907","5.907","5.907","-0.64%"
"Dec 13, 2022","5.945","5.945","5.945","5.945","1.16%"
"Dec 12, 2022","5.877","5.877","5.877","5.877","0.27%"
"Dec 09, 2022","5.861","5.861","5.861","5.861","0.34%"
"Dec 07, 2022","5.841","5.841","5.841","5.841","-0.50%"
"Dec 06, 2022","5.871","5.871","5.871","5.871","-1.07%"
"Dec 05, 2022","5.935","5.935","5.935","5.935","-1.54%"
"Dec 02, 2022","6.027","6.027","6.027","6.027","-0.13%"
"Nov 30, 2022","6.035","6.035","6.035","6.035","1.79%"
"Nov 29, 2022","5.929","5.929","5.929","5.929","-0.12%"
"Nov 28, 2022","5.936","5.936","5.936","5.936","-1.47%"
"Nov 24, 2022","6.025","6.025","6.025","6.025","-0.06%"
"Nov 23, 2022","6.029","6.029","6.029","6.029","0.30%"
"Nov 22, 2022","6.011","6.011","6.011","6.011","0.97%"
"Nov 21, 2022","5.953","5.953","5.953","5.953","0.34%"
"Nov 18, 2022","5.933","5.933","5.933","5.933","0.39%"
"Nov 17, 2022","5.910","5.910","5.910","5.910","-0.21%"
"Nov 16, 2022","5.922","5.922","5.922","5.922","-1.34%"
"Nov 15, 2022","6.003","6.003","6.003","6.003","0.49%"
"Nov 14, 2022","5.974","5.974","5.974","5.974","-0.32%"
"Nov 11, 2022","5.993","5.993","5.993","5.993","-0.35%"
"Nov 10, 2022","6.014","6.014","6.014","6.014","4.18%"
"Nov 09, 2022","5.772","5.772","5.772","5.772","-1.58%"
"Nov 08, 2022","5.865","5.865","5.865","5.865","0.79%"
"Nov 07, 2022","5.819","5.819","5.819","5.819","0.18%"
"Nov 04, 2022","5.809","5.809","5.809","5.809","-0.02%"
"Nov 03, 2022","5.810","5.810","5.810","5.810","-0.56%"
"Nov 02, 2022","5.843","5.843","5.843","5.843","-1.35%"
"Oct 31, 2022","5.923","5.923","5.923","5.923","0.43%"
"Oct 28, 2022","5.898","5.898","5.898","5.898","1.28%"
"Oct 27, 2022","5.823","5.823","5.823","5.823","-0.43%"
"Oct 26, 2022","5.848","5.848","5.848","5.848","-0.37%"
"Oct 25, 2022","5.870","5.870","5.870","5.870","1.46%"
"Oct 24, 2022","5.786","5.786","5.786","5.786","0.74%"
"Oct 21, 2022","5.743","5.743","5.743","5.743","0.68%"
"Oct 20, 2022","5.705","5.705","5.705","5.705","-0.45%"
"Oct 19, 2022","5.730","5.730","5.730","5.730","-0.02%"
"Oct 18, 2022","5.731","5.731","5.731","5.731","0.34%"
"Oct 17, 2022","5.712","5.712","5.712","5.712","1.35%"
"Oct 14, 2022","5.636","5.636","5.636","5.636","-0.33%"
"Oct 13, 2022","5.655","5.655","5.655","5.655","0.43%"
"Oct 12, 2022","5.631","5.631","5.631","5.631","-0.10%"
"Oct 11, 2022","5.637","5.637","5.637","5.637","-1.01%"
"Oct 10, 2022","5.694","5.694","5.694","5.694","-0.39%"
"Oct 07, 2022","5.717","5.717","5.717","5.717","-2.01%"
"Oct 06, 2022","5.834","5.834","5.834","5.834","0.09%"
"Oct 04, 2022","5.829","5.829","5.829","5.829","2.22%"
"Oct 03, 2022","5.702","5.702","5.702","5.702","0.53%"
"Sep 29, 2022","5.672","5.672","5.672","5.672","-2.46%"
"Sep 28, 2022","5.815","5.815","5.815","5.815","1.11%"
"Sep 27, 2022","5.751","5.751","5.751","5.751","-0.07%"
"Sep 26, 2022","5.755","5.755","5.755","5.755","0.08%"
"Sep 23, 2022","5.751","5.751","5.751","5.751","-0.69%"
"Sep 22, 2022","5.791","5.791","5.791","5.791","-1.39%"
"Sep 21, 2022","5.872","5.872","5.872","5.872","0.48%"
"Sep 20, 2022","5.844","5.844","5.844","5.844","-0.69%"
"Sep 19, 2022","5.884","5.884","5.884","5.884","-0.03%"
"Sep 16, 2022","5.886","5.886","5.886","5.886","-1.16%"
"Sep 15, 2022","5.955","5.955","5.955","5.955","-0.97%"
"Sep 14, 2022","6.014","6.014","6.014","6.014","0.29%"
"Sep 13, 2022","5.996","5.996","5.996","5.996","-2.56%"
"Sep 12, 2022","6.154","6.154","6.154","6.154","0.27%"
"Sep 09, 2022","6.138","6.138","6.138","6.138","0.99%"
"Sep 08, 2022","6.077","6.077","6.077","6.077","0.51%"
"Sep 07, 2022","6.047","6.047","6.047","6.047","0.70%"
"Sep 06, 2022","6.005","6.005","6.005","6.005","-0.14%"
"Sep 05, 2022","6.013","6.013","6.013","6.013","-0.06%"
"Sep 02, 2022","6.017","6.017","6.017","6.017","0.31%"
"Sep 01, 2022","5.998","5.998","5.998","5.998","-0.56%"
"Aug 31, 2022","6.032","6.032","6.032","6.032","-0.67%"
"Aug 30, 2022","6.073","6.073","6.073","6.073","-1.08%"
"Aug 29, 2022","6.139","6.139","6.139","6.139","-1.43%"
"Aug 26, 2022","6.228","6.228","6.228","6.228","-2.19%"
"Aug 25, 2022","6.367","6.367","6.367","6.367","0.60%"
"Aug 24, 2022","6.329","6.329","6.329","6.329","0.28%"
"Aug 23, 2022","6.311","6.311","6.311","6.311","-0.36%"
"Aug 22, 2022","6.334","6.334","6.334","6.334","-0.92%"
"Aug 19, 2022","6.393","6.393","6.393","6.393","-0.46%"
"Aug 18, 2022","6.423","6.423","6.423","6.423","0.36%"
"Aug 17, 2022","6.400","6.400","6.400","6.400","-0.92%"
"Aug 16, 2022","6.459","6.459","6.459","6.459","1.56%"
"Aug 12, 2022","6.360","6.360","6.360","6.360","1.33%"
"Aug 11, 2022","6.277","6.277","6.277","6.277","0.08%"
"Aug 10, 2022","6.272","6.272","6.272","6.272","1.21%"
"Aug 09, 2022","6.196","6.196","6.196","6.196","-1.21%"
"Aug 08, 2022","6.272","6.272","6.272","6.272","0.52%"
"Aug 05, 2022","6.240","6.240","6.240","6.240","-0.34%"
"Aug 04, 2022","6.261","6.261","6.261","6.261","-0.02%"
"Aug 03, 2022","6.262","6.262","6.262","6.262","1.23%"
"Aug 02, 2022","6.186","6.186","6.186","6.186","-0.14%"
"Aug 01, 2022","6.195","6.195","6.195","6.195","-0.01%"
"Jul 29, 2022","6.195","6.195","6.195","6.195","0.64%"
"Jul 28, 2022","6.156","6.156","6.156","6.156","1.53%"
"Jul 27, 2022","6.063","6.063","6.063","6.063","1.39%"
"Jul 26, 2022","5.980","5.980","5.980","5.980","-0.06%"
"Jul 25, 2022","5.984","5.984","5.984","5.984","-0.30%"
"Jul 22, 2022","6.002","6.002","6.002","6.002","-0.20%"
"Jul 21, 2022","6.014","6.014","6.014","6.014","0.72%"
"Jul 20, 2022","5.971","5.971","5.971","5.971","1.12%"
"Jul 19, 2022","5.904","5.904","5.904","5.904","0.73%"
"Jul 18, 2022","5.862","5.862","5.862","5.862","-0.36%"
"Jul 15, 2022","5.883","5.883","5.883","5.883","1.33%"
"Jul 14, 2022","5.806","5.806","5.806","5.806","-0.23%"
"Jul 13, 2022","5.819","5.819","5.819","5.819","-1.03%"
"Jul 12, 2022","5.880","5.880","5.880","5.880","-0.16%"
"Jul 11, 2022","5.889","5.889","5.889","5.889","-0.35%"
"Jul 08, 2022","5.910","5.910","5.910","5.910","0.18%"
"Jul 07, 2022","5.899","5.899","5.899","5.899","1.59%"
"Jul 06, 2022","5.807","5.807","5.807","5.807","1.77%"
"Jul 05, 2022","5.706","5.706","5.706","5.706","0.69%"
"Jul 04, 2022","5.667","5.667","5.667","5.667","0.17%"
"Jul 01, 2022","5.657","5.657","5.657","5.657","0.43%"
"Jun 30, 2022","5.633","5.633","5.633","5.633","-0.40%"
"Jun 29, 2022","5.656","5.656","5.656","5.656","-0.39%"
"Jun 28, 2022","5.678","5.678","5.678","5.678","-0.83%"
"Jun 27, 2022","5.725","5.725","5.725","5.725","-0.14%"
"Jun 24, 2022","5.733","5.733","5.733","5.733","2.74%"
"Jun 23, 2022","5.581","5.581","5.581","5.581","0.72%"
"Jun 22, 2022","5.541","5.541","5.541","5.541","-0.04%"
"Jun 21, 2022","5.543","5.543","5.543","5.543","1.25%"
"Jun 20, 2022","5.474","5.474","5.474","5.474","0.10%"
"Jun 17, 2022","5.469","5.469","5.469","5.469","-2.68%"
"Jun 15, 2022","5.620","5.620","5.620","5.620","1.04%"
"Jun 14, 2022","5.562","5.562","5.562","5.562","-0.69%"
"Jun 13, 2022","5.601","5.601","5.601","5.601","-4.83%"
"Jun 09, 2022","5.885","5.885","5.885","5.885","-1.53%"
"Jun 08, 2022","5.976","5.976","5.976","5.976","-0.55%"
"Jun 07, 2022","6.009","6.009","6.009","6.009","0.37%"
"Jun 06, 2022","5.987","5.987","5.987","5.987","0.37%"
"Jun 03, 2022","5.965","5.965","5.965","5.965","-0.88%"
"Jun 02, 2022","6.017","6.017","6.017","6.017","1.14%"
"Jun 01, 2022","5.950","5.950","5.950","5.950","-0.73%"
"May 31, 2022","5.993","5.993","5.993","5.993","-0.71%"
"May 30, 2022","6.036","6.036","6.036","6.036","0.33%"
"May 27, 2022","6.017","6.017","6.017","6.017","2.48%"
"May 26, 2022","5.871","5.871","5.871","5.871","1.49%"
"May 25, 2022","5.785","5.785","5.785","5.785","1.24%"
"May 24, 2022","5.714","5.714","5.714","5.714","-1.73%"
"May 23, 2022","5.814","5.814","5.814","5.814","0.78%"
"May 20, 2022","5.770","5.770","5.770","5.770","0.13%"
"May 19, 2022","5.762","5.762","5.762","5.762","-1.12%"
"May 18, 2022","5.827","5.827","5.827","5.827","-2.62%"
"May 17, 2022","5.984","5.984","5.984","5.984","1.02%"
"May 16, 2022","5.923","5.923","5.923","5.923","-0.78%"
"May 13, 2022","5.970","5.970","5.970","5.970","2.91%"
"May 12, 2022","5.801","5.801","5.801","5.801","0.22%"
"May 11, 2022","5.789","5.789","5.789","5.789","-0.47%"
"May 10, 2022","5.816","5.816","5.816","5.816","-0.44%"
"May 09, 2022","5.841","5.841","5.841","5.841","-2.84%"
"May 06, 2022","6.012","6.012","6.012","6.012","-1.38%"
"May 05, 2022","6.096","6.096","6.096","6.096","-1.84%"
"May 04, 2022","6.210","6.210","6.210","6.210","0.55%"
"May 03, 2022","6.176","6.176","6.176","6.176","0.52%"
"May 02, 2022","6.144","6.144","6.144","6.144","-1.13%"
"Apr 29, 2022","6.214","6.214","6.214","6.214","-1.17%"
"Apr 28, 2022","6.288","6.288","6.288","6.288","1.59%"
"Apr 27, 2022","6.190","6.190","6.190","6.190","0.87%"
"Apr 26, 2022","6.136","6.136","6.136","6.136","-1.30%"
"Apr 22, 2022","6.217","6.217","6.217","6.217","-2.23%"
"Apr 21, 2022","6.359","6.359","6.359","6.359","-0.67%"
"Apr 20, 2022","6.402","6.402","6.402","6.402","0.21%"
"Apr 19, 2022","6.389","6.389","6.389","6.389","0.70%"
"Apr 18, 2022","6.344","6.344","6.344","6.344","-0.21%"
"Apr 14, 2022","6.358","6.358","6.358","6.358","-0.19%"
"Apr 13, 2022","6.369","6.369","6.369","6.369","0.36%"
"Apr 12, 2022","6.346","6.346","6.346","6.346","-0.10%"
"Apr 11, 2022","6.353","6.353","6.353","6.353","-1.61%"
"Apr 08, 2022","6.457","6.457","6.457","6.457","0.76%"
"Apr 07, 2022","6.408","6.408","6.408","6.408","0.07%"
"Apr 06, 2022","6.404","6.404","6.404","6.404","-1.50%"
"Apr 05, 2022","6.501","6.501","6.501","6.501","-0.29%"
"Apr 04, 2022","6.520","6.520","6.520","6.520","1.07%"
"Apr 01, 2022","6.451","6.451","6.451","6.451","0.18%"
"Mar 31, 2022","6.439","6.439","6.439","6.439","-0.72%"
"Mar 30, 2022","6.486","6.486","6.486","6.486","-1.02%"
"Mar 29, 2022","6.553","6.553","6.553","6.553","1.11%"
"Mar 28, 2022","6.481","6.481","6.481","6.481","0.68%"
"Mar 25, 2022","6.437","6.437","6.437","6.437","0.16%"
"Mar 24, 2022","6.426","6.426","6.426","6.426","0.49%"
"Mar 23, 2022","6.395","6.395","6.395","6.395","-0.90%"
"Mar 22, 2022","6.453","6.453","6.453","6.453","1.23%"
"Mar 21, 2022","6.375","6.375","6.375","6.375","-0.17%"
"Mar 18, 2022","6.386","6.386","6.386","6.386","1.60%"
"Mar 17, 2022","6.285","6.285","6.285","6.285","0.43%"
"Mar 16, 2022","6.258","6.258","6.258","6.258","2.63%"
"Mar 15, 2022","6.098","6.098","6.098","6.098","1.14%"
"Mar 14, 2022","6.029","6.029","6.029","6.029","-0.49%"
"Mar 11, 2022","6.059","6.059","6.059","6.059","0.09%"
"Mar 10, 2022","6.053","6.053","6.053","6.053","-1.33%"
"Mar 09, 2022","6.135","6.135","6.135","6.135","2.54%"
"Mar 08, 2022","5.983","5.983","5.983","5.983","-1.65%"
"Mar 07, 2022","6.083","6.083","6.083","6.083","-1.70%"
"Mar 04, 2022","6.189","6.189","6.189","6.189","-0.72%"
"Mar 03, 2022","6.233","6.233","6.233","6.233","-0.43%"
"Mar 02, 2022","6.260","6.260","6.260","6.260","0.71%"
"Feb 28, 2022","6.216","6.216","6.216","6.216","0.26%"
"Feb 25, 2022","6.200","6.200","6.200","6.200","2.43%"
"Feb 24, 2022","6.054","6.054","6.054","6.054","0.23%"
"Feb 23, 2022","6.039","6.039","6.039","6.039","-0.89%"
"Feb 22, 2022","6.094","6.094","6.094","6.094","-0.38%"
"Feb 21, 2022","6.117","6.117","6.117","6.117","-0.69%"
"Feb 18, 2022","6.159","6.159","6.159","6.159","-0.86%"
"Feb 17, 2022","6.213","6.213","6.213","6.213","-1.08%"
"Feb 16, 2022","6.281","6.281","6.281","6.281","-0.23%"
"Feb 15, 2022","6.296","6.296","6.296","6.296","1.09%"
"Feb 14, 2022","6.228","6.228","6.228","6.228","-0.73%"
"Feb 11, 2022","6.273","6.273","6.273","6.273","-1.18%"
