"Date","Price","Open","High","Low","Change %"
"Jun 19, 2024","7.274","7.274","7.274","7.274","-0.27%"
"Jun 18, 2024","7.294","7.294","7.294","7.294","0.29%"
"Jun 17, 2024","7.273","7.273","7.273","7.273","0.57%"
"Jun 14, 2024","7.232","7.232","7.232","7.232","0.62%"
"Jun 13, 2024","7.187","7.187","7.187","7.187","-0.30%"
"Jun 12, 2024","7.209","7.209","7.209","7.209","0.50%"
"Jun 11, 2024","7.173","7.173","7.173","7.173","1.42%"
"Jun 07, 2024","7.072","7.072","7.072","7.072","-0.14%"
"Jun 06, 2024","7.082","7.082","7.082","7.082","0.22%"
"Jun 05, 2024","7.067","7.067","7.067","7.067","1.32%"
"Jun 04, 2024","6.975","6.975","6.975","6.975","0.23%"
"Jun 03, 2024","6.959","6.959","6.959","6.959","0.07%"
"May 31, 2024","6.954","6.954","6.954","6.954","0.27%"
"May 29, 2024","6.935","6.935","6.935","6.935","-0.70%"
"May 28, 2024","6.984","6.984","6.984","6.984","-0.89%"
"May 27, 2024","7.047","7.047","7.047","7.047","0.01%"
"May 24, 2024","7.047","7.047","7.047","7.047","-0.08%"
"May 23, 2024","7.052","7.052","7.052","7.052","-0.78%"
"May 22, 2024","7.108","7.108","7.108","7.108","0.05%"
"May 21, 2024","7.105","7.105","7.105","7.105","-0.03%"
"May 20, 2024","7.107","7.107","7.107","7.107","0.19%"
"May 17, 2024","7.093","7.093","7.093","7.093","0.03%"
"May 16, 2024","7.091","7.091","7.091","7.091","-0.33%"
"May 15, 2024","7.115","7.115","7.115","7.115","1.15%"
"May 14, 2024","7.033","7.033","7.033","7.033","0.22%"
"May 13, 2024","7.018","7.018","7.018","7.018","-0.39%"
"May 10, 2024","7.046","7.046","7.046","7.046","0.45%"
"May 09, 2024","7.014","7.014","7.014","7.014","0.60%"
"May 08, 2024","6.972","6.972","6.972","6.972","0.19%"
"May 07, 2024","6.959","6.959","6.959","6.959","0.73%"
"May 06, 2024","6.909","6.909","6.909","6.909","0.45%"
"May 03, 2024","6.878","6.878","6.878","6.878","0.75%"
"May 02, 2024","6.827","6.827","6.827","6.827","0.27%"
"Apr 30, 2024","6.808","6.808","6.808","6.808","-1.00%"
"Apr 29, 2024","6.877","6.877","6.877","6.877","-0.24%"
"Apr 26, 2024","6.893","6.893","6.893","6.893","0.24%"
"Apr 24, 2024","6.877","6.877","6.877","6.877","0.16%"
"Apr 23, 2024","6.866","6.866","6.866","6.866","0.66%"
"Apr 22, 2024","6.821","6.821","6.821","6.821","0.80%"
"Apr 19, 2024","6.767","6.767","6.767","6.767","-0.43%"
"Apr 18, 2024","6.796","6.796","6.796","6.796","-0.67%"
"Apr 17, 2024","6.842","6.842","6.842","6.842","-0.58%"
"Apr 16, 2024","6.882","6.882","6.882","6.882","-0.06%"
"Apr 15, 2024","6.886","6.886","6.886","6.886","-0.61%"
"Apr 12, 2024","6.929","6.929","6.929","6.929","-0.59%"
"Apr 11, 2024","6.970","6.970","6.970","6.970","1.03%"
"Apr 10, 2024","6.899","6.899","6.899","6.899","-0.91%"
"Apr 09, 2024","6.962","6.962","6.962","6.962","-0.24%"
"Apr 08, 2024","6.979","6.979","6.979","6.979","0.28%"
"Apr 05, 2024","6.960","6.960","6.960","6.960","0.47%"
"Apr 04, 2024","6.927","6.927","6.927","6.927","-1.36%"
"Apr 03, 2024","7.023","7.023","7.023","7.023","-0.21%"
"Apr 02, 2024","7.037","7.037","7.037","7.037","-0.88%"
"Mar 28, 2024","7.100","7.100","7.100","7.100","0.09%"
"Mar 27, 2024","7.093","7.093","7.093","7.093","0.82%"
"Mar 26, 2024","7.036","7.036","7.036","7.036","-0.42%"
"Mar 25, 2024","7.066","7.066","7.066","7.066","-0.68%"
"Mar 22, 2024","7.114","7.114","7.114","7.114","-0.23%"
"Mar 21, 2024","7.130","7.130","7.130","7.130","-0.01%"
"Mar 20, 2024","7.131","7.131","7.131","7.131","0.52%"
"Mar 19, 2024","7.094","7.094","7.094","7.094","0.85%"
"Mar 18, 2024","7.034","7.034","7.034","7.034","0.39%"
"Mar 15, 2024","7.007","7.007","7.007","7.007","-0.81%"
"Mar 14, 2024","7.064","7.064","7.064","7.064","0.14%"
"Mar 13, 2024","7.054","7.054","7.054","7.054","-0.14%"
"Mar 12, 2024","7.064","7.064","7.064","7.064","1.06%"
"Mar 11, 2024","6.990","6.990","6.990","6.990","-0.52%"
"Mar 08, 2024","7.026","7.026","7.026","7.026","-0.90%"
"Mar 07, 2024","7.090","7.090","7.090","7.090","1.10%"
"Mar 06, 2024","7.013","7.013","7.013","7.013","0.28%"
"Mar 05, 2024","6.994","6.994","6.994","6.994","-1.18%"
"Mar 04, 2024","7.077","7.077","7.077","7.077","-0.28%"
"Mar 01, 2024","7.097","7.097","7.097","7.097","0.88%"
"Feb 29, 2024","7.035","7.035","7.035","7.035","0.00%"
"Feb 28, 2024","7.034","7.034","7.034","7.034","0.16%"
"Feb 27, 2024","7.023","7.023","7.023","7.023","-0.07%"
"Feb 26, 2024","7.028","7.028","7.028","7.028","-0.26%"
"Feb 23, 2024","7.046","7.046","7.046","7.046","0.11%"
"Feb 22, 2024","7.039","7.039","7.039","7.039","1.63%"
"Feb 21, 2024","6.926","6.926","6.926","6.926","0.10%"
"Feb 20, 2024","6.919","6.919","6.919","6.919","-0.57%"
"Feb 19, 2024","6.959","6.959","6.959","6.959","-0.06%"
"Feb 16, 2024","6.963","6.963","6.963","6.963","-0.37%"
"Feb 15, 2024","6.989","6.989","6.989","6.989","0.40%"
"Feb 14, 2024","6.961","6.961","6.961","6.961","-0.50%"
"Feb 12, 2024","6.996","6.996","6.996","6.996","-0.02%"
"Feb 09, 2024","6.998","6.998","6.998","6.998","0.26%"
"Feb 08, 2024","6.980","6.980","6.980","6.980","0.45%"
"Feb 07, 2024","6.948","6.948","6.948","6.948","0.54%"
"Feb 06, 2024","6.911","6.911","6.911","6.911","0.17%"
"Feb 05, 2024","6.899","6.899","6.899","6.899","0.97%"
"Feb 02, 2024","6.833","6.833","6.833","6.833","0.39%"
"Feb 01, 2024","6.807","6.807","6.807","6.807","1.28%"
"Jan 31, 2024","6.720","6.720","6.720","6.720","-0.81%"
"Jan 30, 2024","6.775","6.775","6.775","6.775","0.06%"
"Jan 29, 2024","6.771","6.771","6.771","6.771","1.03%"
"Jan 26, 2024","6.702","6.702","6.702","6.702","0.40%"
"Jan 25, 2024","6.675","6.675","6.675","6.675","0.41%"
"Jan 24, 2024","6.648","6.648","6.648","6.648","-0.05%"
"Jan 23, 2024","6.652","6.652","6.652","6.652","0.18%"
"Jan 22, 2024","6.640","6.640","6.640","6.640","0.50%"
"Jan 19, 2024","6.607","6.607","6.607","6.607","0.86%"
"Jan 18, 2024","6.550","6.550","6.550","6.550","1.12%"
"Jan 17, 2024","6.478","6.478","6.478","6.478","-0.49%"
"Jan 16, 2024","6.510","6.510","6.510","6.510","0.13%"
"Jan 15, 2024","6.501","6.501","6.501","6.501","-0.22%"
"Jan 12, 2024","6.515","6.515","6.515","6.515","0.55%"
"Jan 11, 2024","6.480","6.480","6.480","6.480","-0.15%"
"Jan 10, 2024","6.490","6.490","6.490","6.490","0.68%"
"Jan 09, 2024","6.446","6.446","6.446","6.446","0.06%"
"Jan 08, 2024","6.442","6.442","6.442","6.442","1.08%"
"Jan 05, 2024","6.374","6.374","6.374","6.374","-0.26%"
"Jan 04, 2024","6.390","6.390","6.390","6.390","-0.44%"
"Jan 03, 2024","6.419","6.419","6.419","6.419","-0.84%"
"Jan 02, 2024","6.473","6.473","6.473","6.473","-0.47%"
"Dec 29, 2023","6.504","6.504","6.504","6.504","0.28%"
"Dec 28, 2023","6.486","6.486","6.486","6.486","-0.22%"
"Dec 27, 2023","6.500","6.500","6.500","6.500","0.00%"
"Dec 22, 2023","6.499","6.499","6.499","6.499","-0.21%"
"Dec 21, 2023","6.513","6.513","6.513","6.513","0.48%"
"Dec 20, 2023","6.482","6.482","6.482","6.482","-0.73%"
"Dec 19, 2023","6.529","6.529","6.529","6.529","0.07%"
"Dec 18, 2023","6.525","6.525","6.525","6.525","0.31%"
"Dec 15, 2023","6.504","6.504","6.504","6.504","0.09%"
"Dec 14, 2023","6.499","6.499","6.499","6.499","-0.97%"
"Dec 13, 2023","6.563","6.563","6.563","6.563","1.15%"
"Dec 12, 2023","6.488","6.488","6.488","6.488","0.29%"
"Dec 11, 2023","6.469","6.469","6.469","6.469","1.45%"
"Dec 07, 2023","6.377","6.377","6.377","6.377","0.32%"
"Dec 06, 2023","6.357","6.357","6.357","6.357","0.17%"
"Dec 05, 2023","6.346","6.346","6.346","6.346","0.28%"
"Dec 04, 2023","6.328","6.328","6.328","6.328","0.98%"
"Nov 30, 2023","6.267","6.267","6.267","6.267","0.59%"
"Nov 29, 2023","6.230","6.230","6.230","6.230","-0.17%"
"Nov 28, 2023","6.241","6.241","6.241","6.241","-0.26%"
"Nov 27, 2023","6.257","6.257","6.257","6.257","-0.52%"
"Nov 24, 2023","6.290","6.290","6.290","6.290","0.01%"
"Nov 23, 2023","6.289","6.289","6.289","6.289","0.02%"
"Nov 22, 2023","6.288","6.288","6.288","6.288","0.88%"
"Nov 21, 2023","6.233","6.233","6.233","6.233","-0.13%"
"Nov 20, 2023","6.241","6.241","6.241","6.241","0.29%"
"Nov 17, 2023","6.223","6.223","6.223","6.223","0.18%"
"Nov 16, 2023","6.212","6.212","6.212","6.212","0.20%"
"Nov 15, 2023","6.199","6.199","6.199","6.199","-0.57%"
"Nov 14, 2023","6.234","6.234","6.234","6.234","1.37%"
"Nov 13, 2023","6.150","6.150","6.150","6.150","0.02%"
"Nov 10, 2023","6.149","6.149","6.149","6.149","0.94%"
"Nov 09, 2023","6.092","6.092","6.092","6.092","-0.63%"
"Nov 08, 2023","6.130","6.130","6.130","6.130","0.68%"
"Nov 07, 2023","6.089","6.089","6.089","6.089","0.91%"
"Nov 06, 2023","6.034","6.034","6.034","6.034","0.06%"
"Nov 03, 2023","6.030","6.030","6.030","6.030","0.28%"
"Nov 02, 2023","6.013","6.013","6.013","6.013","2.52%"
"Oct 31, 2023","5.865","5.865","5.865","5.865","0.46%"
"Oct 30, 2023","5.838","5.838","5.838","5.838","0.74%"
"Oct 27, 2023","5.795","5.795","5.795","5.795","-0.67%"
"Oct 26, 2023","5.834","5.834","5.834","5.834","-1.27%"
"Oct 25, 2023","5.909","5.909","5.909","5.909","-0.77%"
"Oct 24, 2023","5.954","5.954","5.954","5.954","0.42%"
"Oct 23, 2023","5.930","5.930","5.930","5.930","-0.14%"
"Oct 20, 2023","5.938","5.938","5.938","5.938","-1.24%"
"Oct 19, 2023","6.013","6.013","6.013","6.013","-1.09%"
"Oct 18, 2023","6.079","6.079","6.079","6.079","-1.17%"
"Oct 17, 2023","6.151","6.151","6.151","6.151","-0.11%"
"Oct 16, 2023","6.158","6.158","6.158","6.158","0.53%"
"Oct 13, 2023","6.126","6.126","6.126","6.126","0.04%"
"Oct 12, 2023","6.124","6.124","6.124","6.124","-0.24%"
"Oct 11, 2023","6.138","6.138","6.138","6.138","0.17%"
"Oct 10, 2023","6.128","6.128","6.128","6.128","0.58%"
"Oct 09, 2023","6.093","6.093","6.093","6.093","0.18%"
"Oct 06, 2023","6.082","6.082","6.082","6.082","0.83%"
"Oct 04, 2023","6.032","6.032","6.032","6.032","0.80%"
"Oct 03, 2023","5.984","5.984","5.984","5.984","-0.85%"
"Oct 02, 2023","6.035","6.035","6.035","6.035","0.54%"
"Sep 29, 2023","6.003","6.003","6.003","6.003","-0.40%"
"Sep 28, 2023","6.027","6.027","6.027","6.027","0.53%"
"Sep 27, 2023","5.996","5.996","5.996","5.996","0.57%"
"Sep 26, 2023","5.962","5.962","5.962","5.962","-0.97%"
"Sep 25, 2023","6.020","6.020","6.020","6.020","0.11%"
"Sep 22, 2023","6.014","6.014","6.014","6.014","-0.08%"
"Sep 21, 2023","6.018","6.018","6.018","6.018","-1.39%"
"Sep 20, 2023","6.103","6.103","6.103","6.103","-0.33%"
"Sep 19, 2023","6.123","6.123","6.123","6.123","-0.64%"
"Sep 18, 2023","6.162","6.162","6.162","6.162","-0.18%"
"Sep 15, 2023","6.174","6.174","6.174","6.174","-0.59%"
"Sep 14, 2023","6.210","6.210","6.210","6.210","0.86%"
"Sep 13, 2023","6.157","6.157","6.157","6.157","-0.31%"
"Sep 12, 2023","6.176","6.176","6.176","6.176","-0.68%"
"Sep 11, 2023","6.219","6.219","6.219","6.219","0.34%"
"Sep 08, 2023","6.197","6.197","6.197","6.197","-0.08%"
"Sep 07, 2023","6.203","6.203","6.203","6.203","-0.20%"
"Sep 06, 2023","6.215","6.215","6.215","6.215","-0.58%"
"Sep 05, 2023","6.251","6.251","6.251","6.251","0.23%"
"Sep 04, 2023","6.237","6.237","6.237","6.237","0.35%"
"Sep 01, 2023","6.215","6.215","6.215","6.215","0.52%"
"Aug 31, 2023","6.183","6.183","6.183","6.183","-0.24%"
"Aug 30, 2023","6.198","6.198","6.198","6.198","-0.39%"
"Aug 29, 2023","6.222","6.222","6.222","6.222","1.19%"
"Aug 28, 2023","6.149","6.149","6.149","6.149","0.69%"
"Aug 25, 2023","6.107","6.107","6.107","6.107","0.91%"
"Aug 24, 2023","6.052","6.052","6.052","6.052","-1.50%"
"Aug 23, 2023","6.144","6.144","6.144","6.144","1.67%"
"Aug 22, 2023","6.044","6.044","6.044","6.044","0.40%"
"Aug 21, 2023","6.020","6.020","6.020","6.020","-0.08%"
"Aug 18, 2023","6.024","6.024","6.024","6.024","0.00%"
"Aug 17, 2023","6.025","6.025","6.025","6.025","-0.93%"
"Aug 16, 2023","6.081","6.081","6.081","6.081","-1.18%"
"Aug 14, 2023","6.153","6.153","6.153","6.153","0.90%"
"Aug 11, 2023","6.098","6.098","6.098","6.098","-0.34%"
"Aug 10, 2023","6.119","6.119","6.119","6.119","-0.11%"
"Aug 09, 2023","6.126","6.126","6.126","6.126","-0.42%"
"Aug 08, 2023","6.152","6.152","6.152","6.152","0.43%"
"Aug 07, 2023","6.126","6.126","6.126","6.126","0.71%"
"Aug 04, 2023","6.082","6.082","6.082","6.082","-0.50%"
"Aug 03, 2023","6.113","6.113","6.113","6.113","-0.05%"
"Aug 02, 2023","6.116","6.116","6.116","6.116","-1.36%"
"Aug 01, 2023","6.200","6.200","6.200","6.200","-0.06%"
"Jul 31, 2023","6.204","6.204","6.204","6.204","-0.22%"
"Jul 28, 2023","6.217","6.217","6.217","6.217","1.49%"
"Jul 27, 2023","6.126","6.126","6.126","6.126","-0.42%"
"Jul 26, 2023","6.152","6.152","6.152","6.152","-0.09%"
"Jul 25, 2023","6.157","6.157","6.157","6.157","0.77%"
"Jul 24, 2023","6.111","6.111","6.111","6.111","0.15%"
"Jul 21, 2023","6.102","6.102","6.102","6.102","0.96%"
"Jul 20, 2023","6.044","6.044","6.044","6.044","-0.74%"
"Jul 19, 2023","6.088","6.088","6.088","6.088","-0.02%"
"Jul 18, 2023","6.090","6.090","6.090","6.090","0.04%"
"Jul 17, 2023","6.087","6.087","6.087","6.087","0.05%"
"Jul 14, 2023","6.084","6.084","6.084","6.084","0.26%"
"Jul 13, 2023","6.068","6.068","6.068","6.068","-0.21%"
"Jul 12, 2023","6.081","6.081","6.081","6.081","0.71%"
"Jul 11, 2023","6.038","6.038","6.038","6.038","0.05%"
"Jul 10, 2023","6.035","6.035","6.035","6.035","0.38%"
"Jul 07, 2023","6.012","6.012","6.012","6.012","-0.53%"
"Jul 06, 2023","6.044","6.044","6.044","6.044","-1.29%"
"Jul 05, 2023","6.123","6.123","6.123","6.123","-0.12%"
"Jul 04, 2023","6.131","6.131","6.131","6.131","0.05%"
"Jul 03, 2023","6.128","6.128","6.128","6.128","-0.60%"
"Jun 30, 2023","6.165","6.165","6.165","6.165","1.57%"
"Jun 29, 2023","6.070","6.070","6.070","6.070","0.46%"
"Jun 28, 2023","6.042","6.042","6.042","6.042","0.25%"
"Jun 27, 2023","6.027","6.027","6.027","6.027","0.65%"
"Jun 26, 2023","5.988","5.988","5.988","5.988","-0.59%"
"Jun 23, 2023","6.023","6.023","6.023","6.023","0.16%"
"Jun 22, 2023","6.014","6.014","6.014","6.014","-0.24%"
"Jun 21, 2023","6.028","6.028","6.028","6.028","-0.36%"
"Jun 20, 2023","6.050","6.050","6.050","6.050","-0.62%"
"Jun 19, 2023","6.088","6.088","6.088","6.088","-0.05%"
"Jun 16, 2023","6.091","6.091","6.091","6.091","-1.17%"
"Jun 15, 2023","6.163","6.163","6.163","6.163","0.91%"
"Jun 14, 2023","6.107","6.107","6.107","6.107","0.17%"
"Jun 13, 2023","6.096","6.096","6.096","6.096","0.41%"
"Jun 12, 2023","6.072","6.072","6.072","6.072","1.15%"
"Jun 09, 2023","6.003","6.003","6.003","6.003","-0.29%"
"Jun 07, 2023","6.020","6.020","6.020","6.020","-1.13%"
"Jun 06, 2023","6.088","6.088","6.088","6.088","0.16%"
"Jun 05, 2023","6.079","6.079","6.079","6.079","0.17%"
"Jun 02, 2023","6.068","6.068","6.068","6.068","0.88%"
"Jun 01, 2023","6.016","6.016","6.016","6.016","0.64%"
"May 31, 2023","5.977","5.977","5.977","5.977","-0.34%"
"May 30, 2023","5.998","5.998","5.998","5.998","-0.60%"
"May 29, 2023","6.034","6.034","6.034","6.034","0.39%"
"May 26, 2023","6.010","6.010","6.010","6.010","1.30%"
"May 25, 2023","5.933","5.933","5.933","5.933","0.99%"
"May 24, 2023","5.875","5.875","5.875","5.875","-1.30%"
"May 23, 2023","5.952","5.952","5.952","5.952","-0.78%"
"May 22, 2023","5.999","5.999","5.999","5.999","0.02%"
"May 19, 2023","5.998","5.998","5.998","5.998","0.27%"
"May 18, 2023","5.982","5.982","5.982","5.982","1.09%"
"May 17, 2023","5.917","5.917","5.917","5.917","0.66%"
"May 16, 2023","5.879","5.879","5.879","5.879","-0.50%"
"May 15, 2023","5.908","5.908","5.908","5.908","0.37%"
"May 12, 2023","5.886","5.886","5.886","5.886","0.41%"
"May 11, 2023","5.862","5.862","5.862","5.862","0.10%"
"May 10, 2023","5.857","5.857","5.857","5.857","0.05%"
"May 09, 2023","5.853","5.853","5.853","5.853","0.33%"
"May 08, 2023","5.834","5.834","5.834","5.834","0.07%"
"May 05, 2023","5.831","5.831","5.831","5.831","1.47%"
"May 04, 2023","5.746","5.746","5.746","5.746","-0.78%"
"May 03, 2023","5.792","5.792","5.792","5.792","-0.63%"
"May 02, 2023","5.828","5.828","5.828","5.828","-0.94%"
"Apr 28, 2023","5.884","5.884","5.884","5.884","1.05%"
"Apr 27, 2023","5.823","5.823","5.823","5.823","1.16%"
"Apr 26, 2023","5.756","5.756","5.756","5.756","-2.06%"
"Apr 24, 2023","5.877","5.877","5.877","5.877","-0.15%"
"Apr 21, 2023","5.885","5.885","5.885","5.885","-0.05%"
"Apr 20, 2023","5.888","5.888","5.888","5.888","-0.30%"
"Apr 19, 2023","5.906","5.906","5.906","5.906","-0.04%"
"Apr 18, 2023","5.908","5.908","5.908","5.908","0.23%"
"Apr 17, 2023","5.895","5.895","5.895","5.895","0.61%"
"Apr 14, 2023","5.859","5.859","5.859","5.859","0.24%"
"Apr 13, 2023","5.845","5.845","5.845","5.845","0.16%"
"Apr 12, 2023","5.836","5.836","5.836","5.836","-0.39%"
"Apr 11, 2023","5.859","5.859","5.859","5.859","0.58%"
"Apr 06, 2023","5.825","5.825","5.825","5.825","0.18%"
"Apr 05, 2023","5.815","5.815","5.815","5.815","-0.50%"
"Apr 04, 2023","5.844","5.844","5.844","5.844","-0.66%"
"Apr 03, 2023","5.883","5.883","5.883","5.883","0.23%"
"Mar 31, 2023","5.869","5.869","5.869","5.869","1.12%"
"Mar 30, 2023","5.804","5.804","5.804","5.804","0.48%"
"Mar 29, 2023","5.777","5.777","5.777","5.777","1.09%"
"Mar 28, 2023","5.715","5.715","5.715","5.715","-0.48%"
"Mar 27, 2023","5.743","5.743","5.743","5.743","0.51%"
"Mar 24, 2023","5.713","5.713","5.713","5.713","0.45%"
"Mar 23, 2023","5.687","5.687","5.687","5.687","-0.61%"
"Mar 22, 2023","5.722","5.722","5.722","5.722","-0.58%"
"Mar 21, 2023","5.756","5.756","5.756","5.756","0.82%"
"Mar 20, 2023","5.709","5.709","5.709","5.709","0.04%"
"Mar 17, 2023","5.706","5.706","5.706","5.706","-0.95%"
"Mar 16, 2023","5.761","5.761","5.761","5.761","1.06%"
"Mar 15, 2023","5.701","5.701","5.701","5.701","-0.43%"
"Mar 14, 2023","5.725","5.725","5.725","5.725","1.22%"
"Mar 13, 2023","5.656","5.656","5.656","5.656","-1.88%"
"Mar 10, 2023","5.764","5.764","5.764","5.764","-1.93%"
"Mar 09, 2023","5.878","5.878","5.878","5.878","-0.93%"
"Mar 08, 2023","5.934","5.934","5.934","5.934","0.49%"
"Mar 07, 2023","5.905","5.905","5.905","5.905","-1.07%"
"Mar 06, 2023","5.969","5.969","5.969","5.969","0.00%"
"Mar 03, 2023","5.969","5.969","5.969","5.969","1.32%"
"Mar 02, 2023","5.892","5.892","5.892","5.892","0.82%"
"Mar 01, 2023","5.844","5.844","5.844","5.844","-0.71%"
"Feb 28, 2023","5.885","5.885","5.885","5.885","-0.61%"
"Feb 27, 2023","5.921","5.921","5.921","5.921","0.52%"
"Feb 24, 2023","5.891","5.891","5.891","5.891","-0.19%"
"Feb 22, 2023","5.902","5.902","5.902","5.902","-1.23%"
"Feb 20, 2023","5.976","5.976","5.976","5.976","-0.18%"
"Feb 17, 2023","5.986","5.986","5.986","5.986","-0.39%"
"Feb 16, 2023","6.010","6.010","6.010","6.010","-0.63%"
"Feb 15, 2023","6.048","6.048","6.048","6.048","0.53%"
